	Segment ID	Source Segment	Ref	MT_Y	MT_Z	Ref_rating	MT_Y_rating	MT_Z_rating	Error	MT_Y_tokens	MT_Z_tokens
30	31	NHS Lanarkshire treated 912 people and NHS Ayrshire 439, both four-year highs.	라나크셔 주의 국민보건소에는 912명이, 에어셔 주의 국민보건소에서는 439명이 치료를 받아 4년 만에 최고치를 기록했다.	NHS 래너크셔는 912명을 치료했고 NHS 에어셔는 439명을 치료했는데 이는 모두 4년 만에 최고치였다.	NHS 라나크셔는 912명과 NHS 아이어셔 439명을 치료했는데, 둘 다 4년 만에 최고치였다.	1	1	1	F	NHS 래너크 셔 는 912 명 을 치료 했 고 NHS 에어셔 는 439 명 을 치료 했 는데 이 는 모두 4 년 만 에 최고 치였 다 .	NHS 라나 크 셔 는 912 명 과 NHS 아이 어셔 439 명 을 치료 했 는데 , 둘 다 4 년 만 에 최고 치였 다 .
31	32	In July, the committee's MSPs concluded current dog control legislation is not fit for purpose and called on the Scottish Government to undertake a comprehensive review of all dog-control laws.	지난 7월, 본 위원회의 의회의원들은 현재의 반려견 관리법이 목적에 부합하지 않는다고 결론 내렸으며 본 법률을 포괄적으로 검토할 것을 스코틀랜드 정부에 촉구하였다.	지난 7월, 위원회 MSP는 현행 개 관리 법규가 목적에 맞지 않는다고 결론짓고 스코틀랜드 정부에 모든 개 관리 법률에 대한 포괄적인 검토를 착수할 것을 요구했다.	7월에 위원회의 MSP는 현재의 개 통제 법안이 목적에 맞지 않는다고 결론짓고 스코틀랜드 정부에 모든 개 통제법에 대한 종합적인 검토를 실시할 것을 요구했다.	1	3	2	F	지난 7 월 , 위원회 MSP 는 현행 개 관리 법규 가 목적 에 맞 지 않 는다고 결론짓 고 스코틀랜드 정부 에 모든 개 관리 법률 에 대한 포괄 적 인 검토 를 착수 할 것 을 요구 했 다 .	7 월 에 위원회 의 MSP 는 현재 의 개 통제 법안 이 목적 에 맞 지 않 는다고 결론짓 고 스코틀랜드 정부 에 모든 개 통제법 에 대한 종합 적 인 검토 를 실시 할 것 을 요구 했 다 .
32	33	"Convener Jenny Marra said: ""Dog law in Scotland is not fit for purpose."	제니 마라 의장은 다음과 같이 말했다. “스코틀랜드의 애완견 관리법은 목적에 부합하지 않는다.	"컨벤터 제니 마라는 ""스코틀랜드의 개법은 목적에 맞지 않는다."	"Convener Jenny Marra는 ""스코틀랜드의 개 법은 목적에 맞지 않습니다."	1	2	3	T	"컨 벤터 제니 마 라는 "" 스코틀랜드 의 개법 은 목적 에 맞 지 않 는다 ."	"Convener Jenny Marra 는 "" 스코틀랜드 의 개 법 은 목적 에 맞 지 않 습니다 ."
33	34	There are still far too many dog attacks on children and little enforcement or understanding of the current laws that might prevent these attacks.”	여전히 너무 많은 아이들이 개에게 공격을 당하고 있는데, 현행법에 대한 우리의 이해가 부족하고 법의 구속력이 미미하여 그런 사고를 미연에 방지하지 못한다.”	"여전히 어린이들에 대한 개들의 공격이 너무 많고, 이러한 공격을 막을 수 있는 현행 법에 대한 시행이나 이해는 거의 없습니다."""	"아직 어린이들에 대한 개 공격이 너무 많고 이러한 공격을 막을 수 있는 현행 법에 대한 집행이나 이해는 거의 없다."""	1	2	3	T	"여전히 어린이 들 에 대한 개 들 의 공격 이 너무 많 고 , 이러 한 공격 을 막 을 수 있 는 현행 법 에 대한 시행 이나 이해 는 거의 없 습니다 . """	"아직 어린이 들 에 대한 개 공격 이 너무 많 고 이러 한 공격 을 막 을 수 있 는 현행 법 에 대한 집행 이나 이해 는 거의 없 다 . """
34	35	It has become clear that current dog control law doesn't work. 	“현재의 애완견 관리법의 효력이 없다는 것이 분명해졌다.	"""현행 개 관리법이 효력을 발휘하지 못한다는 것이 명백해졌습니다."	"""현재의 개 관리법이 통하지 않는 것이 분명해졌다."	1	2	2	F	""" 현행 개 관리법 이 효력 을 발휘 하 지 못한다는 것 이 명백 해졌 습니다 ."	""" 현재 의 개 관리법 이 통하 지 않 는 것 이 분명 해졌 다 ."
35	36	It needs reform urgently so that out of control and dangerous dogs can be dealt with properly and we can try to move to a system that prevents our children being injured by dogs.	시급히 개정되어 통제가 안 되고 위험한 개를 적절하게 관리해야 한다. 그래야 우리의 아이들이 개로부터 공격을 받지 않는 제도로 나아갈 수 있다.”	"걷잡을 수 없이 위험한 개들이 제대로 대처하고, 우리 아이들이 개에게 다치는 것을 막는 시스템으로 옮겨갈 수 있도록 시급한 개혁이 필요하다."""	통제 불능과 위험한 개들이 제대로 대처할 수 있도록 긴급히 개혁이 필요하고, 우리 아이들이 개에게 다치는 것을 막는 시스템으로 옮겨갈 수 있도록 노력할 수 있다고 말했다.	1	2	3	F	"걷잡 을 수 없이 위험 한 개 들 이 제대로 대처 하 고 , 우리 아이 들 이 개 에게 다치 는 것 을 막 는 시스템 으로 옮겨갈 수 있 도록 시급 한 개혁 이 필요 하 다 . """	통제 불능 과 위험 한 개 들 이 제대로 대처 할 수 있 도록 긴급히 개혁 이 필요 하 고 , 우리 아이 들 이 개 에게 다치 는 것 을 막 는 시스템 으로 옮겨갈 수 있 도록 노력 할 수 있 다고 말 했 다 .
36	37	"The consultation, launched on the Government's website on Friday, says: ""Effective and consistent enforcement across Scotland is fundamental in helping address issues relating to out-of-control dogs.”"	금요일 정부 웹사이트에 마련된 본 심의회는 다음과 같이 밝히고 있다. “스코틀랜드 전역에서의 효과적이고 일관된 법률 집행은 통제 불능인 개와 관련된 사안을 다루는 데 있어 핵심적이다.”	"금요일 정부 웹사이트에서 시작된 이 협의는 ""스코틀랜드 전역에서 효과적이고 일관된 시행은 통제 불능의 개들과 관련된 문제들을 해결하는 데 도움을 주는 데 있어 기본""이라고 말한다."	"금요일 정부 웹 사이트에서 시작된 이 협의는 ""스코틀랜드 전역의 효과적이고 일관된 시행은 통제 불능 개와 관련된 문제를 해결하는 데 기본""이라고 말합니다."	1	2	3	T	"금요일 정부 웹 사이트 에서 시작 된 이 협의 는 "" 스코틀랜드 전역 에서 효과 적 이 고 일관 된 시행 은 통제 불능 의 개 들 과 관련 된 문제 들 을 해결 하 는 데 도움 을 주 는 데 있 어 기본 "" 이라고 말 한다 ."	"금요일 정부 웹 사이트 에서 시작 된 이 협의 는 "" 스코틀랜드 전역 의 효과 적 이 고 일관 된 시행 은 통제 불능 개 와 관련 된 문제 를 해결 하 는 데 기본 "" 이라고 말 합니다 ."
37	38	This review is focused on steps that can be taken to help aid enforcement agencies such as local authorities, as they use their powers to help keep communities safe.	“이번 법률 검토에서는 지역사회의 안전을 위해 힘쓰고 있는 각 지방 정부당국 등 집행 기관을 지원하기 위해 필요한 조치들을 중점적으로 보고 있다.”	"""이번 검토는 지방 당국과 같은 집행 기관이 지역 사회의 안전을 위해 힘을 사용하기 때문에 그들을 돕기 위해 취할 수 있는 조치들에 초점을 맞추고 있습니다."""	"""이번 검토는 지역사회를 안전하게 지키기 위해 권한을 행사하기 때문에 지방 당국과 같은 집행 기관을 돕기 위해 취할 수 있는 조치에 초점을 맞추고 있다."""	1	2	3	F	""" 이번 검토 는 지방 당국 과 같 은 집행 기관 이 지역 사회 의 안전 을 위해 힘 을 사용 하 기 때문 에 그 들 을 돕 기 위해 취할 수 있 는 조치 들 에 초점 을 맞추 고 있 습니다 . """	""" 이번 검토 는 지역 사회 를 안 전하 게 지키 기 위해 권한 을 행사 하 기 때문 에 지방 당국 과 같 은 집행 기관 을 돕 기 위해 취할 수 있 는 조치 에 초점 을 맞추 고 있 다 . """
38	39	HSBC flips crime-spotting tool to scope new business	HSBC, 범죄 추적 시스템 전환하여 신규 사업 모색해	HSBC는 범죄 탐지 툴을 전환하여 새로운 비즈니스 범위를 정합니다.	HSBC, 범죄 현장 조사 도구 뒤집기	1	2	3	F	HSBC 는 범죄 탐지 툴 을 전환 하 여 새로운 비즈니스 범위 를 정 합니다 .	HSBC , 범죄 현장 조사 도구 뒤집기
39	40	British bank HSBC (HSBA.L) has converted a financial crime-spotting algorithm it was forced to build in the wake of a money-laundering scandal into one that can scope out new business opportunities, bank executives said.	HSBC 영국은행이 과거 자금 세탁 스캔들로 의무적으로 구축했던 자사의 금융범죄 추적 알고리즘을 전환하여 신 사업 모색에 활용하고 있다고 경영진들은 밝혔다.	"영국 은행 HSBC(HSBA)은행 임원들은 ""엘)이 돈세탁 스캔들 이후 어쩔 수 없이 구축한 금융범죄 탐지 알고리즘을 새로운 사업 기회를 포착할 수 있는 알고리즘으로 전환했다""고 말했다."	영국 은행 HSBC(HSBA).L)은 돈세탁 스캔들로 인해 구축해야 했던 금융범죄 탐지 알고리즘을 새로운 사업 기회를 엿볼 수 있는 알고리즘으로 전환했다고 은행 간부들은 말했다.	1	3	2	F	"영국 은행 HSBC ( HSBA ) 은행 임원 들 은 "" 엘 ) 이 돈세탁 스캔들 이후 어쩔 수 없이 구축 한 금융 범죄 탐지 알고리즘 을 새로운 사업 기회 를 포착 할 수 있 는 알고리즘 으로 전환 했 다 "" 고 말 했 다 ."	영국 은행 HSBC ( HSBA ) . L ) 은 돈세탁 스캔들 로 인해 구축 해야 했 던 금융 범죄 탐지 알고리즘 을 새로운 사업 기회 를 엿볼 수 있 는 알고리즘 으로 전환 했 다고 은행 간부 들 은 말 했 다 .
40	41	The system combines data on clients’ banking activities, with public data on company ownership and directorships, to flag desirable potential clients to HSBC staff and offer ways to connect to them through existing relationships.	이 시스템은 HSBC 고객들의 금융 거래 기록과 기업의 소유권 및 경영권 관련 공개 데이터를 결합하여 적절한 잠재 고객을 찾아 직원들에게 알려주고 기존의 네트워크로 그들에게 접근하는 방법도 제공한다.	이 시스템은 고객의 은행 활동에 대한 데이터와 회사 소유권 및 이사권에 대한 공개 데이터를 결합하여 HSBC 직원에게 바람직한 잠재 고객을 표시하고 기존 관계를 통해 고객과 연결할 수 있는 방법을 제공합니다.	이 시스템은 고객의 은행 활동에 대한 데이터와 회사 소유 및 이사직에 대한 공개 데이터를 결합하여 바람직한 잠재 고객을 HSBC 직원에게 플래그하고 기존 관계를 통해 고객과 연결할 수 있는 방법을 제공합니다.	1	1	2	T	이 시스템 은 고객 의 은행 활동 에 대한 데이터 와 회사 소유 권 및 이사 권 에 대한 공개 데이터 를 결합 하 여 HSBC 직원 에게 바람직 한 잠재 고객 을 표시 하 고 기존 관계 를 통해 고객 과 연결 할 수 있 는 방법 을 제공 합니다 .	이 시스템 은 고객 의 은행 활동 에 대한 데이터 와 회사 소유 및 이 사직 에 대한 공개 데이터 를 결합 하 여 바람직 한 잠재 고객 을 HSBC 직원 에게 플래그 하 고 기존 관계 를 통해 고객 과 연결 할 수 있 는 방법 을 제공 합니다 .
41	42	Using data and artificial intelligence to try and boost revenues is part of HSBC's broader push to squeeze more out of its large physical network and client data, a key priority for interim Chief Executive Noel Quinn.	이처럼 HSBC가 데이터와 인공지능으로 수익을 극대화하려는 것은 자사의 방대한 물리적 네트워크와 고객의 데이터를 남김 없이 활용하기 위해 범위를 확장하는 공격적 전략으로, 노엘 퀸 임시 최고경영자가가 최우선으로 생각하고 있는 부분이다.	데이터와 인공지능을 사용하여 수익을 증대하는 것은 HSBC가 대규모 물리적 네트워크와 고객 데이터를 더 많이 확보하려는 광범위한 노력의 일환이며, 이는 임시 CEO 노엘 퀸의 핵심 우선순위이다.	데이터와 인공지능을 사용하여 수익을 높이려는 것은 HSBC가 대규모 물리적 네트워크와 클라이언트 데이터에서 더 많은 것을 짜내려는 광범위한 노력의 일환이며, 이는 임시 최고 경영자인 노엘 퀸의 핵심 우선순위다.	1	3	2	F	데이터 와 인공지능 을 사용 하 여 수익 을 증대 하 는 것 은 HSBC 가 대 규모 물리 적 네트워크 와 고객 데이터 를 더 많이 확보 하 려는 광범위 한 노력 의 일환 이 며 , 이 는 임시 CEO 노엘 퀸 의 핵심 우선 순위 이 다 .	데이터 와 인공지능 을 사용 하 여 수익 을 높이 려는 것 은 HSBC 가 대 규모 물리 적 네트워크 와 클라이언트 데이터 에서 더 많 은 것 을 짜내 려는 광범위 한 노력 의 일환 이 며 , 이 는 임시 최고 경영자 인 노엘 퀸 의 핵심 우선 순위 다 .
42	43	It's one of the first commercial uses of investment in financial crime prevention, and the business we're getting in this way is inherently lower risk and quicker to win, said Stuart Nivison, HSBC's global head of client network banking.	HSBC 고객네트워크뱅킹 부서의 스튜어트 나이비슨 글로벌사업 그룹장은 “이번이 금융범죄 예방에 대한 투자를 상업적 용도로 활용한 첫 시도로, 이런 사업 방식은 본질적으로 저위험 고수익이다”라고 밝혔다.	"HSBC의 글로벌 고객 네트워크 뱅킹 책임자인 스튜어트 니비슨은 ""금융 범죄 예방에 대한 투자를 상업적으로 처음 사용하는 방법 중 하나이며, 이러한 방식으로 우리가 얻고 있는 비즈니스는 본질적으로 리스크가 적고 더 빨리 승리할 수 있다""고 말했다."	"스튜어트 니비슨 HSBC 글로벌 고객 네트워크 뱅킹 대표는 ""금융범죄 예방에 대한 투자의 첫 상업적 용도 중 하나이며, 우리가 이런 식으로 얻고 있는 사업은 본질적으로 위험도가 낮고 이기기 더 빠르다""고 말했다."	1	2	3	F	"HSBC 의 글로벌 고객 네트워크 뱅킹 책임자 인 스튜어트 니 비슨 은 "" 금융 범죄 예방 에 대한 투자 를 상업 적 으로 처음 사용 하 는 방법 중 하나 이 며 , 이러 한 방식 으로 우리 가 얻 고 있 는 비즈니스 는 본질 적 으로 리스크 가 적 고 더 빨리 승리 할 수 있 다 "" 고 말 했 다 ."	"스튜어트 니비 슨 HSBC 글로벌 고객 네트워크 뱅킹 대표 는 "" 금융 범죄 예방 에 대한 투자 의 첫 상업 적 용도 중 하나 이 며 , 우리 가 이런 식 으로 얻 고 있 는 사업 은 본질 적 으로 위험 도 가 낮 고 이기 기 더 빠르 다 "" 고 말 했 다 ."
